73492501027350,0.025166,128.574336,124.824494
73492521192402,0.016777,129.344208,136.273025
73492540997715,0.025166,129.492669,130.815089
73492561226830,0.016777,129.623986,130.815089
73492581032663,0.016777,129.642140,129.805573
73492601063236,0.025166,130.450548,137.726311
73492621232090,0.016777,130.554217,131.496468
73492641328288,0.025166,130.998794,135.000000
73492660947663,0.016777,131.397991,135.000000
73492681532559,0.016777,132.198052,139.398710
73492701838965,0.025166,131.746289,127.694239
73492723288132,0.016777,130.994149,124.215705
73492741032611,0.016777,131.108486,132.137591
73492760883809,0.025166,131.798909,138.012783
73492780934225,0.016777,132.266818,136.468805
73492801055996,0.025166,133.031417,139.899090
73492821263184,0.016777,133.548093,138.179836
73492840874955,0.016777,133.392010,131.987218
73492861339121,0.025166,133.693904,136.397184
73492882188757,0.016777,134.222684,138.990907
73492900924902,0.025166,134.165816,133.667786
73492921080371,0.016777,133.519570,127.694239
73492941095684,0.016777,133.520732,133.531195
73492961476309,0.025166,133.036020,128.659809
73492981304955,0.016777,133.092697,133.602817
73493002436152,0.025166,133.137913,133.531195
73493021293913,0.016777,132.659950,128.367491
73493041490163,0.016777,133.166573,137.726311
73493061323757,0.025166,133.814826,139.635458
73493081406361,0.016777,133.535171,131.009080
73493102436100,0.025166,133.681651,135.000000
73493121069382,0.016777,134.626498,143.130097
73493141133548,0.016777,134.524127,133.602817
73493160831621,0.016777,134.726533,136.548158
73493181339017,0.025166,134.435895,131.820165
73493201108757,0.016777,133.492427,124.992025
73493220744382,0.025166,133.509954,133.667786
73493240640736,0.016777,133.195410,130.364542
73493260780736,0.016777,132.645293,127.694239
73493280680215,0.025166,133.020489,136.397184
73493300901257,0.016777,132.611183,128.927539
73493321123861,0.025166,133.149975,138.012783
73493341127037,0.016777,132.763906,129.289402
73493360976933,0.016777,131.915282,124.286876
73493381023860,0.025166,132.580010,138.576342
73493401066725,0.016777,132.043649,127.234840
73493420981360,0.025166,131.796628,129.559673
73493440912350,0.016777,131.977245,133.602817
73493461139329,0.016777,132.040001,132.614051
73493481740891,0.025166,133.000613,141.632510
73493501556933,0.016777,133.322438,136.218875
73493521996881,0.025166,133.488821,135.000000
73493541277610,0.016777,134.079810,139.398710
73493561242662,0.016777,133.772725,131.009080
73493581324693,0.025166,135.027813,146.309933
73493601296881,0.016777,135.178009,136.548158
73493620796464,0.016777,135.760187,141.009010
73493640912662,0.025166,136.316806,141.340192
73493660978183,0.016777,136.185134,135.000000
73493680730266,0.016777,136.484187,139.184912
73493700818495,0.025166,136.673793,138.366464
73493720385110,0.016777,136.505497,135.000000
73493740777818,0.025166,136.200119,133.451842
73493760794068,0.016777,135.933223,133.531195
73493780770527,0.016777,135.590019,132.510451
73493800672975,0.025166,134.817129,127.874979
73493820711100,0.016777,135.407394,140.710599
73493840722714,0.025166,135.514915,136.468805
73493860897714,0.016777,134.693817,127.303948
73493880495891,0.016777,134.724443,135.000000
73493900067610,0.025166,134.897507,136.468805
73493920005318,0.016777,134.908681,135.000000
73493940011100,0.016777,135.102576,136.847607
73493959600943,0.025166,135.292578,136.974936
73493980825839,0.016777,133.835016,120.735492
73494000774225,0.025166,134.298335,138.468234
73494020361516,0.016777,129.868507,90.000003
73494040352714,0.016777,129.102146,122.195732
73494060299068,0.025166,131.166283,149.743565
73494080281516,0.016777,132.309124,142.594638
73494100340475,0.016777,132.477707,133.994911
73494120437870,0.025166,134.412071,151.821418
73494140584068,0.016777,131.595042,106.260204
73494160398391,0.025166,132.934947,145.007976
73494179954850,0.016777,133.141451,135.000000
73494199712923,0.016777,131.250090,114.227749
73494219781620,0.025166,132.088619,139.635458
73494240125683,0.016777,132.760231,138.814074
73494260272558,0.025166,132.252243,127.694239
73494280258704,0.016777,133.389496,143.615642
73494300247662,0.016777,133.549623,135.000000
73494320471464,0.025166,134.355149,141.632510
73494340261985,0.016777,135.497129,145.784295
73494360494329,0.025166,135.289819,133.451842
73494380317818,0.016777,135.481105,137.202600
73494399600527,0.016777,135.432078,135.000000
73494419536308,0.025166,135.053604,131.633537
73494439540370,0.016777,133.871407,123.231707
73494460178235,0.016777,133.431516,129.472465
73494480156308,0.025166,133.432158,133.451842
73494490035995,0.008389,133.044900,129.559673
73494510034902,0.016777,134.227916,144.865799
73494530006047,0.025166,134.305124,135.000000
