73492480596621,1,-0.162806,0.201113,9.433155,2.251318,-100.000000
73492480956778,4,0.000000,0.002131,0.000000,2.251318,-100.000000
73492500763600,1,-0.153229,0.220267,9.423578,2.251318,-100.000000
73492501027350,4,0.003196,0.000000,0.000000,2.247682,-100.000000
73492520909955,1,-0.220267,0.210690,9.461885,2.247682,-100.000000
73492521192402,4,0.001065,0.001065,0.000000,2.254219,-100.000000
73492540731413,1,-0.181959,0.210690,9.433155,2.254219,-100.000000
73492540997715,4,0.000000,0.001065,0.001065,2.255645,-100.000000
73492560854225,1,-0.181959,0.210690,9.461885,2.255645,-100.000000
73492561226830,4,0.001065,0.002131,-0.001065,2.257041,-100.000000
73492580760528,1,-0.191536,0.229843,9.414001,2.257041,-100.000000
73492581032663,4,0.001065,0.001065,0.000000,2.257466,-100.000000
73492600793653,1,-0.210690,0.191536,9.452309,2.257466,-100.000000
73492601063236,4,0.002131,0.002131,0.000000,2.264782,-100.000000
73492620706778,1,-0.220267,0.248997,9.528923,2.264782,-100.000000
73492621232090,4,-0.001065,0.002131,-0.001065,2.266315,-100.000000
73492640865111,1,-0.191536,0.191536,9.414001,2.266315,-100.000000
73492641328288,4,0.000000,0.001065,0.000000,2.270809,-100.000000
73492660675111,1,-0.172383,0.172383,9.490616,2.270809,-100.000000
73492660947663,4,0.000000,-0.001065,-0.001065,2.275098,-100.000000
73492681266830,1,-0.201113,0.172383,9.500193,2.275098,-100.000000
73492681532559,4,0.001065,0.000000,0.000000,2.282992,-100.000000
73492701370059,1,-0.162806,0.210690,9.471462,2.282992,-100.000000
73492701838965,4,0.001065,0.000000,-0.001065,2.280297,-100.000000
73492723020163,1,-0.162806,0.239420,9.433155,2.280297,-100.000000
73492723288132,4,0.001065,0.000000,0.001065,2.274659,-100.000000
73492740657819,1,-0.181959,0.201113,9.414001,2.274659,-100.000000
73492741032611,4,0.001065,0.001065,0.000000,2.276238,-100.000000
73492760614434,1,-0.191536,0.172383,9.433155,2.276238,-100.000000
73492760883809,4,0.002131,0.002131,0.000000,2.282865,-100.000000
73492780595996,1,-0.191536,0.181959,9.442732,2.282865,-100.000000
73492780934225,4,0.002131,0.002131,0.001065,2.287793,-100.000000
73492800792038,1,-0.181959,0.153229,9.423578,2.287793,-100.000000
73492801055996,4,0.001065,0.000000,0.001065,2.295468,-100.000000
73492820557559,1,-0.181959,0.162806,9.452309,2.295468,-100.000000
73492821263184,4,0.002131,0.002131,0.002131,2.301238,-100.000000
73492840610736,1,-0.172383,0.191536,9.490616,2.301238,-100.000000
73492840874955,4,0.000000,0.002131,0.000000,2.301357,-100.000000
73492860958236,1,-0.201113,0.191536,9.471462,2.301357,-100.000000
73492861339121,4,0.000000,0.001065,0.001065,2.305297,-100.000000
73492880583392,1,-0.220267,0.191536,9.490616,2.305297,-100.000000
73492882188757,4,0.000000,0.002131,-0.001065,2.311346,-100.000000
73492900644069,1,-0.201113,0.210690,9.442732,2.311346,-100.000000
73492900924902,4,0.001065,0.002131,-0.001065,2.312445,-100.000000
73492920618705,1,-0.162806,0.210690,9.461885,2.312445,-100.000000
73492921080371,4,0.002131,0.001065,0.001065,2.308236,-100.000000
73492940593600,1,-0.181959,0.191536,9.442732,2.308236,-100.000000
73492941095684,4,-0.001065,0.001065,0.000000,2.309352,-100.000000
73492960728444,1,-0.153229,0.191536,9.471462,2.309352,-100.000000
73492961476309,4,0.000000,0.001065,0.001065,2.306141,-100.000000
73492980556257,1,-0.191536,0.201113,9.452309,2.306141,-100.000000
73492981304955,4,0.002131,0.002131,0.000000,2.307424,-100.000000
73493000808705,1,-0.181959,0.191536,9.461885,2.307424,-100.000000
73493002436152,4,0.002131,0.001065,0.001065,2.308560,-100.000000
73493020909955,1,-0.181959,0.229843,9.471462,2.308560,-100.000000
73493021293913,4,0.001065,0.002131,-0.001065,2.305173,-100.000000
73493041062194,1,-0.210690,0.191536,9.471462,2.305173,-100.000000
73493041490163,4,-0.001065,0.000000,0.000000,2.310103,-100.000000
73493060911777,1,-0.191536,0.162806,9.423578,2.310103,-100.000000
73493061323757,4,0.000000,0.001065,0.001065,2.316433,-100.000000
73493080923444,1,-0.191536,0.220267,9.481039,2.316433,-100.000000
73493081406361,4,0.001065,0.000000,0.001065,2.314918,-100.000000
73493100758080,1,-0.191536,0.191536,9.509769,2.314918,-100.000000
73493102436100,4,0.002131,0.001065,0.000000,2.316981,-100.000000
73493120747559,1,-0.191536,0.143652,9.528923,2.316981,-100.000000
73493121069382,4,0.001065,0.000000,0.000000,2.326037,-100.000000
73493140611621,1,-0.191536,0.201113,9.461885,2.326037,-100.000000
73493141133548,4,0.000000,0.000000,0.000000,2.326326,-100.000000
73493160514017,1,-0.181959,0.172383,9.442732,2.326326,-100.000000
73493160831621,4,0.001065,0.001065,0.000000,2.329170,-100.000000
73493181031309,1,-0.162806,0.181959,9.442732,2.329170,-100.000000
73493181339017,4,0.002131,0.001065,0.000000,2.327746,-100.000000
73493200737194,1,-0.134075,0.191536,9.519346,2.327746,-100.000000
73493201108757,4,0.001065,0.001065,0.001065,2.320415,-100.000000
73493220439642,1,-0.201113,0.210690,9.481039,2.320415,-100.000000
73493220744382,4,0.001065,0.001065,0.000000,2.321041,-100.000000
73493240332767,1,-0.162806,0.191536,9.414001,2.321041,-100.000000
73493240640736,4,0.002131,0.002131,0.000000,2.318754,-100.000000
73493260381413,1,-0.162806,0.210690,9.404425,2.318754,-100.000000
73493260780736,4,0.000000,0.001065,0.000000,2.314250,-100.000000
73493280280996,1,-0.201113,0.191536,9.452309,2.314250,-100.000000
73493280680215,4,0.001065,0.002131,0.000000,2.317567,-100.000000
73493300495684,1,-0.201113,0.248997,9.519346,2.317567,-100.000000
73493300901257,4,-0.002131,0.001065,0.000000,2.314199,-100.000000
73493320649642,1,-0.191536,0.172383,9.423578,2.314199,-100.000000
73493321123861,4,0.001065,0.002131,-0.001065,2.318948,-100.000000
73493340774589,1,-0.172383,0.210690,9.500193,2.318948,-100.000000
73493341127037,4,0.001065,0.001065,0.000000,2.315827,-100.000000
73493360602923,1,-0.143652,0.210690,9.433155,2.315827,-100.000000
73493360976933,4,0.001065,0.000000,-0.001065,2.308517,-100.000000
73493380580006,1,-0.162806,0.143652,9.452309,2.308517,-100.000000
73493381023860,4,-0.001065,0.000000,-0.001065,2.314042,-100.000000
73493400689954,1,-0.181959,0.239420,9.461885,2.314042,-100.000000
73493401066725,4,0.002131,0.001065,-0.002131,2.309414,-100.000000
73493420604016,1,-0.181959,0.220267,9.452309,2.309414,-100.000000
73493420981360,4,0.001065,0.003196,0.001065,2.306985,-100.000000
73493440540527,1,-0.191536,0.201113,9.404425,2.306985,-100.000000
73493440912350,4,0.003196,0.000000,0.000000,2.308226,-100.000000
73493460757818,1,-0.220267,0.239420,9.433155,2.308226,-100.000000
73493461139329,4,-0.003196,0.000000,-0.001065,2.308563,-100.000000
73493480706673,1,-0.229843,0.181959,9.490616,2.308563,-100.000000
73493481740891,4,0.001065,0.001065,0.001065,2.316712,-100.000000
73493500666412,1,-0.229843,0.220267,9.433155,2.316712,-100.000000
73493501556933,4,-0.001065,0.000000,0.000000,2.319749,-100.000000
73493520803652,1,-0.191536,0.191536,9.461885,2.319749,-100.000000
73493521996881,4,0.000000,0.000000,-0.001065,2.321592,-100.000000
73493540562870,1,-0.201113,0.172383,9.471462,2.321592,-100.000000
73493541277610,4,-0.003196,0.001065,0.000000,2.327161,-100.000000
73493560527662,1,-0.191536,0.220267,9.452309,2.327161,-100.000000
73493561242662,4,-0.003196,-0.001065,0.000000,2.325130,-100.000000
73493580436100,1,-0.229843,0.153229,9.461885,2.325130,-100.000000
73493581324693,4,-0.004261,0.000000,0.001065,2.336532,-100.000000
73493600513495,1,-0.181959,0.172383,9.442732,2.336532,-100.000000
73493601296881,4,-0.004261,-0.001065,-0.002131,2.338907,-100.000000
73493620383652,1,-0.201113,0.162806,9.375694,2.338907,-100.000000
73493620796464,4,-0.003196,0.001065,-0.001065,2.345035,-100.000000
73493640428808,1,-0.191536,0.153229,9.433155,2.345035,-100.000000
73493640912662,4,-0.002131,0.001065,-0.001065,2.351146,-100.000000
73493660474954,1,-0.191536,0.191536,9.423578,2.351146,-100.000000
73493660978183,4,0.000000,0.001065,0.000000,2.351398,-100.000000
73493680345370,1,-0.210690,0.181959,9.433155,2.351398,-100.000000
73493680730266,4,0.001065,0.000000,-0.001065,2.355310,-100.000000
73493700435214,1,-0.172383,0.153229,9.433155,2.355310,-100.000000
73493700818495,4,0.002131,0.000000,0.001065,2.358272,-100.000000
73493720054016,1,-0.191536,0.191536,9.490616,2.358272,-100.000000
73493720385110,4,0.002131,0.001065,-0.001065,2.358188,-100.000000
73493740318756,1,-0.172383,0.181959,9.452309,2.358188,-100.000000
73493740777818,4,0.000000,0.000000,0.000000,2.356737,-100.000000
73493760250475,1,-0.181959,0.191536,9.404425,2.356737,-100.000000
73493760794068,4,0.000000,0.001065,0.000000,2.355428,-100.000000
73493780324016,1,-0.210690,0.229843,9.394848,2.355428,-100.000000
73493780770527,4,0.002131,-0.001065,-0.001065,2.353314,-100.000000
73493800229589,1,-0.201113,0.258574,9.452309,2.353314,-100.000000
73493800672975,4,0.000000,0.001065,-0.001065,2.347261,-100.000000
73493820262037,1,-0.210690,0.172383,9.442732,2.347261,-100.000000
73493820711100,4,0.000000,0.001065,0.001065,2.352671,-100.000000
73493840283183,1,-0.191536,0.181959,9.404425,2.352671,-100.000000
73493840722714,4,0.001065,0.001065,0.001065,2.354108,-100.000000
73493860431100,1,-0.153229,0.201113,9.433155,2.354108,-100.000000
73493860897714,4,0.000000,0.001065,0.000000,2.347497,-100.000000
73493880173495,1,-0.201113,0.201113,9.461885,2.347497,-100.000000
73493880495891,4,-0.001065,0.000000,0.000000,2.347932,-100.000000
73493899759277,1,-0.191536,0.181959,9.423578,2.347932,-100.000000
73493900067610,4,0.000000,0.000000,-0.001065,2.349646,-100.000000
73493919700006,1,-0.181959,0.181959,9.481039,2.349646,-100.000000
73493920005318,4,0.000000,0.000000,0.001065,2.349954,-100.000000
73493939696725,1,-0.153229,0.143652,9.375694,2.349954,-100.000000
73493940011100,4,0.001065,0.001065,0.000000,2.351878,-100.000000
73493959260579,1,-0.143652,0.134075,9.308656,2.351878,-100.000000
73493959600943,4,0.014914,0.006392,0.002131,2.353778,-100.000000
73493980384485,1,-0.210690,0.354342,9.586384,2.353778,-100.000000
73493980825839,4,0.023437,-0.007457,-0.002131,2.341493,-100.000000
73494000185995,1,-0.335188,0.296881,9.481039,2.341493,-100.000000
73494000774225,4,-0.026632,0.004261,0.000000,2.345255,-100.000000
73494019981204,1,0.000000,0.019154,9.356541,2.345255,-100.000000
73494020361516,4,-0.005326,0.000000,0.000000,2.306532,-100.000000
73494039973756,1,-0.162806,0.258574,9.461885,2.306532,-100.000000
73494040352714,4,0.009588,-0.011718,0.001065,2.297821,-100.000000
73494059918912,1,-0.229843,0.134075,9.356541,2.297821,-100.000000
73494060299068,4,-0.006392,0.014914,0.000000,2.313606,-100.000000
73494079901464,1,-0.162806,0.124498,9.490616,2.313606,-100.000000
73494080281516,4,0.014914,-0.006392,0.000000,2.322363,-100.000000
73494099890735,1,-0.268151,0.277727,9.442732,2.322363,-100.000000
73494100340475,4,0.000000,0.004261,0.000000,2.323178,-100.000000
73494120017141,1,-0.268151,0.143652,9.548077,2.323178,-100.000000
73494120437870,4,-0.003196,0.004261,0.000000,2.339508,-100.000000
73494140182975,1,-0.067038,0.229843,9.346964,2.339508,-100.000000
73494140584068,4,0.001065,-0.006392,-0.002131,2.315303,-100.000000
73494160127766,1,-0.191536,0.134075,9.528923,2.315303,-100.000000
73494160398391,4,-0.002131,0.007457,-0.001065,2.326101,-100.000000
73494179680006,1,-0.210690,0.210690,9.385271,2.326101,-100.000000
