82728737617651,0.016777,1.688438,1.417923
82728757664839,0.016777,1.506175,-0.401465
82728778445099,0.025166,1.417930,1.066106
82728797847287,0.016777,1.068263,-1.332220
82728817847651,0.025166,0.699632,-1.069714
82728837669266,0.016777,0.612808,0.642433
82728859852756,0.025166,0.622020,2.211786
82728878006766,0.016777,0.820294,3.848961
82728897758589,0.016777,1.042711,4.012171
82728918123849,0.025166,1.276485,4.196092
82728938327964,0.016777,1.429031,3.502382
82728958319318,0.016777,1.631986,4.112944
82728978944058,0.025166,1.793185,3.382214
82728998310099,0.016777,1.911581,2.903422
82729018383172,0.025166,1.866862,1.865295
82729038728433,0.016777,1.779474,1.527525
82729058387964,0.016777,1.699956,1.657082
82729078819110,0.025166,1.645429,2.246816
82729098590568,0.016777,1.796797,3.656787
82729118691402,0.016777,1.835901,2.372168
82729138599110,0.025166,1.747084,1.597476
82729158723797,0.016777,1.649344,1.691313
82729178705516,0.025166,1.679303,3.027245
82729199212443,0.016777,1.832304,3.356772
82729219581870,0.016777,1.955590,2.862405
82729240056245,0.025166,2.128109,2.934256
82729258992599,0.016777,2.306082,3.106027
82729279424787,0.025166,2.508466,3.127197
82729299329787,0.016777,2.590094,2.467635
82729319193745,0.016777,2.624849,2.089747
82729340339422,0.025166,2.655872,1.773828
82729360229995,0.016777,2.556824,1.140064
82729380027912,0.025166,2.413508,0.999244
82729399280568,0.016777,2.373651,2.107102
82729419766245,0.016777,2.335076,1.923389
82729439816193,0.025166,2.296441,1.727530
82729459581870,0.016777,2.105888,0.215802
82729479761558,0.025166,1.932013,0.491563
82729499470308,0.016777,1.739531,0.716849
82729521247443,0.016777,1.503995,0.554637
82729539738537,0.025166,1.189541,0.778730
82729559855829,0.016777,1.030077,1.345988
82729580056974,0.016777,1.096815,2.370250
82729599827756,0.025166,1.296713,2.929905
82729620619318,0.016777,1.493233,3.003855
82729640915516,0.025166,1.725807,3.224523
82729660767547,0.016777,1.886285,3.081743
82729680001558,0.016777,1.998630,2.576572
82729701190516,0.025166,2.062207,2.095253
82729722345412,0.016777,2.129981,2.712293
82729742858328,0.025166,1.951210,1.337628
82729761321558,0.016777,1.857331,1.777377
82729781294214,0.016777,1.967040,3.544262
82729800964473,0.025166,2.161005,4.777629
82729823580723,0.016777,2.463008,5.466736
82729841066348,0.025166,2.681593,4.648867
82729861545515,0.016777,2.865611,4.309796
82729881064317,0.016777,3.066448,4.560630
82729900803953,0.025166,3.296981,4.445540
82729920921713,0.016777,3.430634,3.675017
82729940529005,0.016777,3.447647,2.734437
82729961470776,0.025166,3.409675,1.823727
82729980459734,0.016777,3.347091,1.696319
82730001401765,0.025166,3.371182,1.541986
82730021410932,0.016777,3.357746,1.964978
82730040793328,0.016777,3.353396,2.226730
82730062103953,0.025166,3.340301,1.535864
82730081822807,0.016777,3.251917,1.322860
82730101814630,0.025166,3.091132,0.455170
82730122893015,0.016777,2.798121,0.114936
82730141374942,0.016777,2.437662,-0.281135
82730162827598,0.025166,2.106802,0.000000
82730181363380,0.016777,1.823542,0.057584
82730200811453,0.016777,1.549362,0.289078
82730220856401,0.025166,1.355627,0.800914
82730241228484,0.016777,1.334257,1.105061
82730262301453,0.025166,1.226769,1.199437
82730281639578,0.016777,1.232136,1.805771
82730301751661,0.016777,1.297442,2.281494
82730321643901,0.025166,1.267474,1.357198
82730342557911,0.016777,1.260449,1.501360
82730362298953,0.025166,1.211708,1.630156
82730382304786,0.016777,1.200234,1.603863
82730401179057,0.016777,1.217995,1.949254
82730421590515,0.025166,1.245018,2.331510
82730441595828,0.016777,1.364107,2.979674
82730461387390,0.025166,1.424065,2.710203
82730481268223,0.016777,1.543208,2.947279
82730501321973,0.016777,1.587764,2.154666
82730521747130,0.025166,1.629112,2.098016
82730542171973,0.016777,1.676509,2.075433
82730561839005,0.025166,1.791083,2.462817
82730582273796,0.016777,1.828220,1.996554
82730602109005,0.016777,1.821804,1.929950
82730621594942,0.025166,1.779278,1.935701
82730642652807,0.016777,1.744885,1.803995
82730662735723,0.025166,1.759987,2.407414
82730681731088,0.016777,1.763555,2.376295
82730703109213,0.016777,1.938627,3.993521
82730721997286,0.025166,2.107059,3.844135
82730741969838,0.016777,2.215266,3.336590
82730761895203,0.016777,2.223644,2.566320
82730782064265,0.025166,2.110512,2.156800
82730802044473,0.016777,2.156478,3.104717
82730824485567,0.025166,2.146677,2.556150
82730842018796,0.016777,2.167740,2.772038
82730862224838,0.016777,2.166631,2.506871
82730882564473,0.025166,2.043281,1.320210
82730903217650,0.016777,2.024974,2.035321
82730923526036,0.025166,2.310703,3.541293
82730943117546,0.016777,2.450392,2.537126
82730962895775,0.016777,2.531872,2.196107
82730982555463,0.025166,2.649543,1.413725
82731002552025,0.016777,2.609572,0.286763
82731022617598,0.016777,2.491630,-0.689585
82731043045359,0.025166,2.382164,-1.381741
82731063379630,0.016777,2.113554,-1.538919
82731082966453,0.025166,1.893524,-1.012983
82731102763223,0.016777,1.658417,-0.227138
82731122801973,0.016777,1.425358,0.562809
82731142890932,0.025166,1.168506,1.732320
82731163528015,0.016777,1.166322,3.579767
82731183757807,0.025166,1.187613,4.683264
82731203612546,0.016777,1.436427,5.058196
82731223457025,0.016777,1.656919,4.240407
82731243516557,0.025166,1.841469,3.350344
82731264276192,0.016777,2.064124,3.505834
82731284437859,0.025166,2.241784,2.845361
82731304171557,0.016777,2.237325,1.653440
82731324137234,0.016777,2.052372,0.479953
82731346570879,0.025166,1.649443,-1.023030
82731364401140,0.016777,1.843652,5.425573
82731384289942,0.025166,1.284842,1.149392
82731404284942,0.016777,1.212594,3.437851
82731426682702,0.025166,1.660057,7.332327
82731443888380,0.016777,2.301884,7.921647
82731463450619,0.016777,2.849462,6.883682
82731483559577,0.016777,2.978799,2.741956
82731503546244,0.025166,3.358373,3.235499
82731524189786,0.016777,3.675023,4.248455
82731544156244,0.025166,3.762496,2.503734
82731564005567,0.016777,3.470461,0.547221
82731584456452,0.016777,3.043672,-0.382695
82731604545775,0.025166,2.511878,-0.725931
82731624404421,0.016777,2.031691,-0.806173
82731643649525,0.016777,1.732549,0.441152
82731663645567,0.025166,1.423952,0.277863
82731683684734,0.016777,1.501894,3.401483
82731704394473,0.025166,1.205508,1.690007
82731723792859,0.016777,1.050442,1.433589
82731743982442,0.016777,1.254003,3.943163
82731763903327,0.025166,1.421263,3.078679
82731784493432,0.016777,1.826375,5.251193
82731804424682,0.025166,2.374937,5.445702
82731824417598,0.016777,2.866055,5.820724
82731844685567,0.016777,3.254274,5.292070
82731864494734,0.025166,3.510817,4.146957
82731884262182,0.016777,3.791920,5.427860
82731904119786,0.025166,3.930353,3.323789
82731924631921,0.016777,3.938298,2.286361
82731944709734,0.016777,3.764826,0.434051
82731964834004,0.025166,3.536057,-0.873011
82731984868223,0.016777,3.080747,-1.911025
82732004766557,0.025166,2.683255,-1.709814
82732024851713,0.016777,2.270689,-1.046101
82732044877130,0.016777,1.818740,-0.635951
82732065107859,0.025166,1.540350,0.845841
82732084939161,0.016777,1.310953,0.057411
82732104981140,0.016777,1.036343,-0.227815
82732125011556,0.025166,0.898765,1.665106
82732145049681,0.016777,0.862866,1.995947
82732165274369,0.025166,0.694990,1.658681
82732185142546,0.016777,0.783463,3.238649
82732205178796,0.016777,1.120058,5.743831
82732225218796,0.025166,1.265774,4.913545
82732245356869,0.016777,1.259109,2.968648
82732265349161,0.025166,1.193077,2.921294
82732285411400,0.016777,1.250244,2.962860
82732305481036,0.016777,1.386360,3.422436
82732325588275,0.025166,1.556490,3.958602
82732345467129,0.016777,1.711515,3.632066
82732365503536,0.025166,1.755846,3.136358
82732385478484,0.016777,1.837715,3.422436
82732405558952,0.016777,1.945177,3.870830
82732425783536,0.025166,2.049653,4.317081
82732445619525,0.016777,2.248474,4.646136
82732465690931,0.016777,2.436823,4.740237
82732485738536,0.025166,2.590176,4.468039
82732505774265,0.016777,2.786420,4.607909
82732526052286,0.025166,2.938472,3.836914
82732545863483,0.016777,3.122761,4.329768
82732565884577,0.016777,3.293946,4.355365
82732586062963,0.025166,3.330574,3.300792
82732606188692,0.016777,3.352948,3.710985
82732626195515,0.025166,3.498565,5.265327
82732645575254,0.016777,3.490633,4.211854
82732665605931,0.016777,3.452209,3.843697
82732685645358,0.025166,3.473614,4.633961
82732706775098,0.016777,3.518783,4.524363
82732726826140,0.025166,3.497583,4.246843
82732746580358,0.016777,3.493759,4.113697
82732766601869,0.016777,3.583451,5.035828
82732786674473,0.025166,3.601684,4.553768
82732806647442,0.016777,3.717646,5.148392
82732827049629,0.025166,3.807120,4.833571
82732846993275,0.016777,3.684139,2.494367
82732866808015,0.016777,3.724240,3.762583
82732886393015,0.025166,3.900491,4.933768
82732906472233,0.016777,4.082156,5.542043
82732927215410,0.016777,4.177124,5.004181
82732946963952,0.025166,4.276286,5.168752
82732967003483,0.016777,4.300366,4.664547
82732987056035,0.025166,4.248974,4.242657
82733007143640,0.016777,4.204507,4.182169
82733027522494,0.016777,4.152820,4.166881
82733047149160,0.025166,4.113745,4.328875
82733067230306,0.016777,4.223310,5.163307
82733088398640,0.025166,4.258471,4.450502
82733108415984,0.016777,4.369824,5.123165
82733127925515,0.016777,4.465540,4.820086
82733146624838,0.025166,4.578363,4.515468
82733166641452,0.016777,4.732644,5.153467
82733186682337,0.016777,4.843064,4.721677
82733206780671,0.025166,4.932607,3.941315
82733226737441,0.016777,4.929017,3.698597
82733247550670,0.025166,4.978394,3.929748
82733267238066,0.016777,4.924026,3.586815
82733287085410,0.016777,4.877859,3.586815
82733307132441,0.025166,4.828647,2.837411
82733327154941,0.016777,4.788621,3.350076
82733347406712,0.025166,4.754942,3.097042
82733367903223,0.016777,4.624699,2.798154
82733387915462,0.016777,4.471361,2.630508
82733408032337,0.025166,4.404227,3.260871
82733428339160,0.016777,4.289927,3.021606
82733448051191,0.025166,4.230966,3.548247
