149286789402794,4,-0.027698,-0.034090,-0.028763
149286798208419,1,9.318233,0.229843,0.210690
149286808933419,4,-0.027698,-0.034090,-0.028763
149286818779357,1,10.275913,0.354342,-0.421380
149286828790138,4,0.017045,0.046873,-0.111856
149286838907638,1,9.835381,0.248997,-0.162806
149286848613888,4,-0.168317,0.117183,-0.504951
149286859055815,1,9.873688,0.459687,-0.057461
149286868942013,4,-0.175774,0.450621,-0.469796
149286879006701,1,9.433155,0.296881,0.095768
149286889043523,4,-0.113987,0.346222,-0.552889
149286899305607,1,9.979033,0.047884,0.344765
149286909054201,4,-0.155533,-0.001065,-0.504951
149286919133940,1,10.055647,-0.076614,0.641646
149286929152690,4,-0.129966,-0.050069,-0.387768
149286939163784,1,9.921572,-0.086191,0.258574
149286949526128,4,-0.035155,0.055395,-0.259932
149286959304669,1,9.548077,0.086191,-0.009577
149286969321075,4,0.099073,0.232235,-0.176839
149286979395294,1,9.768343,0.411803,-0.316035
149286989462013,4,0.222647,0.178970,-0.053265
149286999449044,1,9.691729,0.593762,0.124498
149287009183003,4,0.185362,0.243953,0.069244
149287019759878,1,9.442732,0.737414,0.363919
149287031348107,4,0.224778,0.254606,0.084158
149287039930086,1,9.385271,0.890643,0.545878
149287049869617,4,0.233300,0.140619,0.074571
149287059594148,1,9.519346,0.881066,0.622492
149287069561648,4,0.218386,-0.025567,0.056461
149287079594200,1,9.557653,0.909797,0.785298
149287089711336,4,0.232235,-0.232235,0.077767
149287099751961,1,9.720459,0.861913,0.555455
149287109913732,4,0.210929,-0.315328,0.119313
149287120470919,1,9.998186,0.938527,0.047884
149287129798992,4,0.143815,0.086289,0.171513
149287139843107,1,9.816227,0.890643,0.201113
149287149896023,4,0.045808,0.552889,0.240757
149287159928471,1,9.959879,0.804452,0.545878
149287169685867,4,-0.104399,0.641309,0.262063
149287179971023,1,10.228029,0.689530,1.225831
149287190174096,4,-0.144880,0.285500,0.202406
149287200979617,1,10.160992,0.852336,1.417367
149287210066232,4,-0.069244,-0.169382,0.077767
149287220042430,1,10.122684,0.699107,0.708684
149287230075086,4,-0.057526,-0.274847,-0.026632
149287241283627,1,10.141838,0.440533,0.201113
149287250423992,4,-0.074571,-0.002131,-0.096942
149287259980711,1,10.036493,0.411803,0.536301
149287270274930,4,-0.075636,0.094811,-0.138489
149287280250450,1,9.921572,0.287304,0.555455
149287290388680,4,-0.099073,0.008522,-0.165121
149287300371596,1,9.988609,0.229843,0.296881
149287310338940,4,-0.131032,0.077767,-0.177905
149287320479877,1,9.844957,0.421380,0.287304
149287330448784,4,-0.141684,0.266324,-0.170448
149287340545086,1,9.682152,0.756568,0.890643
149287350720763,4,-0.086289,0.325981,-0.148076
149287360546180,1,9.548077,0.756568,1.130063
149287372122429,4,0.011718,0.345156,-0.122509
149287380709565,1,9.691729,0.708684,1.235408
149287391242690,4,0.119313,0.231169,-0.101203
149287400724930,1,9.528923,0.737414,0.995988
149287411022482,4,0.176839,0.036220,-0.063918
149287420837586,1,9.356541,0.842759,0.881066
149287430935971,4,0.157664,-0.102269,-0.008522
149287440884461,1,9.720459,0.986411,0.689530
149287452295867,4,0.061787,-0.089485,0.045808
149287461075346,1,9.720459,0.948104,0.670376
149287471020659,4,-0.030894,-0.057526,0.087354
149287481257742,1,9.682152,0.928950,0.976834
149287491179721,4,-0.012784,0.003196,0.104399
149287501472950,1,9.605537,0.727837,0.766145
149287511135554,4,-0.007457,0.060722,0.122509
149287521451075,1,9.739613,0.670376,0.708684
149287531433002,4,-0.059657,-0.060722,0.151272
149287541483836,1,9.844957,0.737414,0.689530
149287551423888,4,-0.118248,-0.202406,0.105464
149287561367690,1,9.787497,0.622492,0.679953
149287572067742,4,-0.140619,-0.219451,0.092681
149287581600867,1,9.825804,0.545878,0.718261
149287591633159,4,-0.086289,-0.158729,0.056461
149287601411857,1,9.864111,0.497994,0.670376
149287611492794,4,-0.041547,0.030894,0.035155
149287621439565,1,9.825804,0.507571,0.727837
149287631518315,4,0.051134,0.086289,0.008522
149287641489617,1,9.787497,0.603339,0.766145
149287651595086,4,0.125705,0.061787,-0.040481
149287661551179,1,9.758766,0.689530,0.737414
149287671586336,4,0.127836,0.098007,-0.062853
149287684100606,1,9.739613,0.679953,0.756568
149287691886179,4,0.086289,0.055395,-0.064983
149287701767273,1,9.749189,0.689530,0.545878
149287712274825,4,0.052200,-0.044742,-0.062853
149287721755554,1,9.682152,0.670376,0.421380
149287731856909,4,0.013849,0.044742,-0.023437
149287741786336,1,9.691729,0.612916,0.756568
149287751967117,4,-0.021306,0.167252,0.022371
149287762158315,1,9.758766,0.497994,0.976834
149287771707846,4,-0.055395,0.216255,0.056461
149287781882794,1,9.835381,0.593762,1.091756
149287791990659,4,-0.061787,0.178970,0.077767
149287802009200,1,9.797073,0.478840,1.264138
149287812812586,4,-0.021306,0.056461,0.068179
149287822074929,1,9.758766,0.507571,1.063026
149287832090138,4,0.056461,-0.062853,0.033024
149287842114148,1,9.806650,0.555455,0.919373
149287851996440,4,0.087354,-0.003196,0.000000
149287862188836,1,9.940725,0.526724,0.651223
149287872213471,4,0.102269,0.166186,-0.003196
149287882220763,1,9.682152,0.478840,0.689530
149287892341336,4,0.152337,0.389899,-0.024502
149287902666752,1,9.595961,0.565032,0.679953
149287912707534,4,0.191753,0.542236,-0.079897
149287922406492,1,9.720459,1.053449,1.130063
149287932545971,4,0.008522,0.718010,0.023437
149287944261075,1,10.170568,1.273715,1.752556
149287952573731,4,-0.223712,0.972616,0.222647
149287962504929,1,9.950302,1.216254,2.011129
149287972351023,4,-0.281238,0.753165,0.166186
149287982609773,1,9.557653,0.181959,1.206678
149287992681909,4,-0.208798,0.306806,0.063918
149288002613731,1,8.379706,-1.455675,1.426944
149288012435711,4,-0.034090,0.579522,-0.233300
149288022719721,1,8.638280,-0.794875,2.011129
149288032755554,4,0.253541,0.867152,-0.255671
149288043217377,1,9.931149,0.536301,2.652776
149288053226804,4,0.351548,0.626395,-0.011718
149288062881961,1,11.702858,2.662352,3.677494
149288073971908,4,-0.071375,0.109726,0.621068
149288083213211,1,9.921572,1.379060,2.250550
149288093143836,4,-0.101203,-0.421858,0.556085
149288103857169,1,9.787497,0.325611,1.130063
149288113123992,4,0.067114,-0.352613,0.421858
149288122988211,1,10.017340,0.746991,1.953669
149288133080815,4,0.030894,-0.109726,0.460208
149288143043419,1,9.662998,0.689530,2.183512
149288153067586,4,0.004261,-0.182166,0.467665
149288163099773,1,9.117120,0.421380,1.982399
149288172973575,4,-0.062853,-0.379246,0.336634
149288183412794,1,8.379706,-0.268151,1.168370
149288193447377,4,0.049004,-0.666876,-0.003196
149288203530606,1,8.063671,-0.804452,0.814029
149288213567117,4,0.360070,-0.791516,-0.425053
149288223521127,1,8.494628,-1.005565,0.392649
149288233560867,4,0.622133,-0.516669,-0.671137
149288243732898,1,8.868123,-0.430956,0.459687
149288253750867,4,0.688182,-0.119313,-0.648766
149288264001231,1,10.630256,1.436521,1.896208
149288273812169,4,0.252475,-0.101203,-0.116117
149288283847794,1,11.300632,2.001553,2.384625
149288293879200,4,-0.178970,-0.400552,0.282304
149288303983315,1,8.523358,0.344765,0.153229
