149334066415068,1,9.174581,0.756568,2.011129
149334076713245,4,-0.027698,-0.035155,-0.027698
149334086556631,1,10.362105,0.622492,1.723825
149334096455693,4,-0.027698,-0.035155,-0.027698
149334106495745,1,9.643845,0.775721,1.158794
149334116493818,4,0.019175,-0.042612,0.218386
149334126769808,1,9.701305,0.909797,1.244985
149334136555172,4,0.110791,0.002131,0.187492
149334146595745,1,9.777920,0.919373,1.321599
149334156588766,4,0.001065,-0.041547,0.221582
149334166587985,1,9.768343,0.861913,1.235408
149334176950068,4,-0.145946,-0.046873,0.272716
149334186634808,1,9.662998,0.756568,1.110910
149334196717985,4,-0.158729,-0.143815,0.290826
149334206754026,1,9.634268,0.756568,1.015141
149334216870381,4,-0.098007,-0.239692,0.267390
149334226876735,1,9.548077,0.689530,1.063026
149334237121266,4,-0.059657,-0.209863,0.182166
149334247060276,1,9.682152,0.478840,0.938527
149334257129547,4,-0.084158,-0.072440,0.105464
149334267270849,1,9.710882,0.277727,0.766145
149334277402880,4,-0.104399,-0.018110,0.078832
149334287172776,1,9.672575,0.105345,0.794875
149334297151735,4,-0.073505,0.002131,0.063918
149334307096995,1,9.634268,0.172383,0.919373
149334317275849,4,-0.027698,-0.007457,0.041547
149334327228349,1,9.672575,0.076614,1.053449
149334337004599,4,-0.007457,-0.001065,0.027698
149334347172985,1,9.768343,0.086191,1.082179
149334357272880,4,0.006392,-0.008522,0.012784
149334367261578,1,9.787497,0.114922,1.082179
149334377347151,4,0.005326,-0.034090,-0.001065
149334387140537,1,9.749189,0.124498,1.072602
149334397391526,4,0.006392,-0.043677,-0.023437
149334407488089,1,9.682152,0.105345,1.120486
149334417514860,4,0.036220,-0.030894,-0.047938
149334427489443,1,9.720459,0.057461,0.957681
149334437445328,4,0.044742,-0.051134,-0.063918
149334447494495,1,9.710882,0.162806,0.928950
149334457490901,4,0.041547,-0.054330,-0.077767
149334467608401,1,9.720459,0.229843,0.938527
149334477571578,4,0.041547,0.002131,-0.103334
149334487579443,1,9.797073,0.239420,1.034295
149334497346787,4,0.008522,0.045808,-0.124640
149334507609026,1,9.969456,0.363919,1.244985
149334517629964,4,-0.083093,-0.020241,-0.115052
149334527699026,1,9.969456,0.287304,1.168370
149334537881995,4,-0.134227,-0.107595,-0.091616
149334547726058,1,9.797073,0.316035,1.024718
149334557866630,4,-0.079897,-0.116117,-0.116117
149334567791266,1,9.835381,0.363919,0.938527
149334577854860,4,-0.029828,-0.104399,-0.119313
149334587877412,1,9.835381,0.325611,0.890643
149334597844443,4,0.008522,-0.126770,-0.101203
149334607914547,1,9.758766,0.363919,0.756568
149334617653870,4,0.034090,-0.122509,-0.083093
149334627975016,1,9.797073,0.488417,0.842759
149334637785849,4,0.051134,-0.060722,-0.064983
149334648222307,1,9.710882,0.497994,0.766145
149334658265693,4,0.066048,-0.063918,-0.044742
149334668188089,1,9.643845,0.478840,0.718261
149334678165328,4,0.094811,-0.066048,-0.039416
149334688363193,1,9.634268,0.507571,0.794875
149334698535485,4,0.101203,-0.044742,-0.019175
149334708460745,1,9.720459,0.440533,0.919373
149334718592047,4,0.077767,-0.066048,0.040481
149334728373401,1,9.605537,0.488417,0.976834
149334738703766,4,0.064983,-0.061787,0.058591
149334748487255,1,9.576807,0.536301,0.881066
149334758384078,4,0.087354,-0.041547,0.051134
149334768441422,1,9.701305,0.478840,0.804452
149334778559495,4,0.072440,-0.067114,0.080963
149334788602568,1,9.586384,0.430956,0.746991
149334798624130,4,0.049004,-0.069244,0.084158
149334808548557,1,9.624691,0.450110,0.718261
149334818767620,4,0.026632,-0.031959,0.072440
149334829797307,1,9.672575,0.411803,0.622492
149334838797516,4,0.013849,-0.005326,0.079897
149334848633297,1,9.634268,0.373495,0.545878
149334858638037,4,0.000000,0.045808,0.072440
149334868671422,1,9.777920,0.459687,0.632069
149334878675224,4,-0.009588,0.030894,0.104399
149334888695849,1,9.710882,0.306458,0.708684
149334898824287,4,-0.017045,0.028763,0.092681
149334908756318,1,9.806650,0.268151,0.689530
149334918783453,4,-0.030894,0.085224,0.057526
149334928837724,1,9.854534,0.392649,0.737414
149334938747360,4,-0.059657,0.107595,0.042612
149334948562151,1,9.883265,0.373495,0.928950
149334958599755,4,-0.044742,0.035155,0.037285
149334968687776,1,9.816227,0.181959,0.852336
149334978982984,4,0.000000,0.007457,0.005326
149334989128609,1,9.892841,0.325611,0.881066
149334999045432,4,0.051134,0.039416,0.007457
149335009035120,1,9.787497,0.316035,0.986411
149335019133297,4,0.069244,0.014914,0.001065
149335029124339,1,9.825804,0.344765,0.986411
149335039146578,4,0.074571,-0.015979,0.000000
149335049184807,1,9.854534,0.392649,0.775721
149335059318453,4,0.042612,-0.037285,0.007457
149335069332828,1,9.749189,0.497994,0.842759
149335079271787,4,-0.023437,-0.042612,0.010653
149335089278245,1,9.749189,0.344765,0.670376
149335099589443,4,-0.031959,-0.058591,0.026632
149335109306578,1,9.682152,0.210690,0.689530
149335119335849,4,-0.020241,-0.040481,0.028763
149335129367255,1,9.691729,0.296881,0.584185
149335139180849,4,-0.025567,-0.018110,0.027698
149335149424339,1,9.567230,0.440533,0.708684
149335159454339,4,-0.040481,0.105464,0.008522
149335169469026,1,9.739613,0.411803,0.689530
149335179576422,4,-0.061787,0.120379,0.014914
149335189526943,1,9.567230,0.191536,0.746991
149335199713141,4,-0.072440,0.101203,0.020241
149335209717203,1,9.452309,0.143652,0.555455
149335219677255,4,-0.046873,0.138489,0.000000
149335229642203,1,9.758766,0.172383,0.679953
